ds,city,PM2_5,PM10,AQI,n_stations,temp_c,humidity_pct,wind_speed_ms,wind_dir_deg,pressure_hpa,dust_risk_score,weather_desc,PM2_5_lag1h,PM10_lag1h,PM2_5_roll3h,PM2_5_roll24h,PM2_5_delta,alert_pm25,alert_pm10,alert
2026-05-13 14:00:00+00:00,Delhi,111.3,227.0,222.6,3,34.8,31.3,0.5,87,1007.2975891291525,0.789,haze,,,111.3,,,RED,RED,RED
2026-05-13 15:00:00+00:00,Delhi,95.0,173.1,190.0,3,33.2,35.1,0.5,276,1008.3539838370305,0.764,haze,111.3,227.0,103.15,,-16.299999999999997,RED,RED,RED
2026-05-13 16:00:00+00:00,Delhi,148.0,267.8,296.1,3,33.5,30.2,0.5,187,1009.8103236751144,0.783,haze,95.0,173.1,118.10000000000001,118.10000000000001,53.0,RED,RED,RED
2026-05-13 17:00:00+00:00,Delhi,84.9,159.6,169.8,3,27.9,48.8,0.5,306,1009.1826990656388,0.676,haze,148.0,267.8,109.3,109.80000000000001,-63.099999999999994,RED,RED,RED
2026-05-13 18:00:00+00:00,Delhi,120.8,263.0,241.6,3,29.9,38.9,0.5,339,1011.3582708346855,0.726,haze,84.9,159.6,117.89999999999999,112.0,35.89999999999999,RED,RED,RED
2026-05-13 19:00:00+00:00,Delhi,86.4,184.3,172.8,3,24.8,47.7,0.5,1,1004.5236892742248,0.658,haze,120.8,263.0,97.36666666666667,107.73333333333333,-34.39999999999999,RED,RED,RED
2026-05-13 20:00:00+00:00,Delhi,65.3,118.4,130.6,3,23.6,52.0,1.26,269,1011.6026783158486,0.605,clear sky,86.4,184.3,90.83333333333333,101.67142857142858,-21.10000000000001,RED,RED,RED
2026-05-13 21:00:00+00:00,Delhi,66.5,133.6,133.1,3,23.5,56.4,2.21,216,1012.9253133480422,0.542,clear sky,65.3,118.4,72.73333333333333,97.275,1.2000000000000028,RED,RED,RED
2026-05-13 22:00:00+00:00,Delhi,75.4,160.0,150.9,3,19.3,56.0,0.5,138,1009.8350288665226,0.629,clear sky,66.5,133.6,69.06666666666668,94.84444444444445,8.900000000000006,RED,RED,RED
2026-05-13 23:00:00+00:00,Delhi,78.2,159.7,156.4,3,19.4,60.1,6.16,200,1009.7911339385372,0.331,clear sky,75.4,160.0,73.36666666666667,93.18,2.799999999999997,RED,RED,RED
2026-05-14 00:00:00+00:00,Delhi,62.9,121.1,125.9,3,21.1,63.5,2.54,34,1005.3053761816329,0.501,clear sky,78.2,159.7,72.16666666666667,90.42727272727274,-15.300000000000004,RED,RED,RED
2026-05-14 01:00:00+00:00,Delhi,70.0,147.2,139.9,3,20.2,64.0,1.7,206,1009.01454375598,0.541,clear sky,62.9,121.1,70.36666666666666,88.72500000000001,7.100000000000001,RED,RED,RED
2026-05-14 02:00:00+00:00,Delhi,79.5,144.1,159.0,3,21.0,53.7,1.78,221,1011.1274748520183,0.573,clear sky,70.0,147.2,70.8,88.01538461538462,9.5,RED,RED,RED
2026-05-14 03:00:00+00:00,Delhi,90.3,169.9,180.6,3,21.3,56.0,2.97,283,1009.8242689860028,0.506,haze,79.5,144.1,79.93333333333334,88.17857142857143,10.799999999999997,RED,RED,RED
2026-05-14 04:00:00+00:00,Delhi,101.0,189.3,202.0,3,24.3,52.8,4.12,347,1010.9059349715986,0.459,haze,90.3,169.9,90.26666666666667,89.03333333333333,10.700000000000003,RED,RED,RED
2026-05-14 05:00:00+00:00,Delhi,105.3,216.8,210.6,3,25.7,46.3,1.91,317,1006.4800703411054,0.598,haze,101.0,189.3,98.86666666666667,90.05,4.299999999999997,RED,RED,RED
2026-05-14 06:00:00+00:00,Delhi,101.8,221.7,203.7,3,27.7,45.6,3.04,112,1001.9330552004128,0.559,haze,105.3,216.8,102.69999999999999,90.74117647058823,-3.5,RED,RED,RED
2026-05-14 07:00:00+00:00,Delhi,109.7,228.0,219.4,3,30.0,38.8,15.23,186,1009.3722469461575,0.252,haze,101.8,221.7,105.59999999999998,91.79444444444444,7.900000000000006,RED,RED,RED
